,UID,col_4,y,col_0_numerical,col_1_numerical,col_2_numerical,col_3_numerical,col_5_numerical,col_6_numerical
665,665,0,250000,0,0,11,1,1,2
666,666,0,129300,,0,2,1,1,2
667,667,100,136620,0,0,2,1,1,2
668,668,0,49268,2,0,2,3,3,1
669,669,0,99000,0,0,4,1,1,2
670,670,0,115500,3,0,11,1,1,2
671,671,100,310000,3,0,11,1,1,2
672,672,0,126500,1,0,4,1,1,
673,673,100,30000,1,0,2,24,22,0
674,674,0,100000,,0,11,1,1,2
675,675,100,59102,2,0,20,76,61,0
676,676,0,106000,0,0,4,1,1,2
677,677,100,186000,0,0,9,1,1,2
678,678,0,150000,0,0,18,1,1,2
679,679,0,113000,1,0,4,1,1,0
680,680,100,297300,0,0,2,1,1,2
681,681,0,90000,1,0,2,1,1,2
682,682,0,135000,0,0,11,1,1,2
683,683,50,17509,1,0,63,6,18,2
684,684,0,150000,0,0,7,1,1,2
685,685,0,120000,0,0,11,1,1,2
686,686,0,105000,0,0,2,1,1,2
687,687,0,155000,0,0,4,1,1,2
688,688,0,250000,0,0,85,1,1,2
689,689,0,113750,0,0,11,1,1,2
690,690,100,42026,1,,4,0,0,2
691,691,0,153600,0,0,11,1,1,2
692,692,0,145900,0,0,18,1,1,2
693,693,0,163800,0,0,9,1,1,2
694,694,100,100000,2,0,13,5,5,0
695,695,0,160000,0,0,11,1,1,2
696,696,0,135000,0,0,11,1,1,2
697,697,50,89306,,0,18,12,11,0
698,698,100,80000,2,0,11,1,1,0
699,699,0,60761,1,0,4,4,4,2
700,700,0,240000,0,0,11,1,1,2
701,701,0,161800,0,0,11,1,1,2
702,702,100,120000,1,0,2,1,1,2
703,703,0,55000,2,0,4,1,1,2
704,704,100,60000,1,0,4,1,1,2
705,705,0,26005,1,0,11,40,1,0
706,706,100,175100,0,0,11,1,1,2
707,707,50,21844,2,0,9,20,17,2
708,708,0,258000,0,0,2,2,2,2
709,709,100,90000,1,0,11,1,1,0
710,710,100,175000,0,0,2,1,1,2
711,711,0,169200,0,0,18,0,0,2
712,712,0,100000,0,0,11,1,1,2
713,713,100,210000,0,0,2,1,1,2
714,714,0,152000,0,0,7,1,1,2
715,715,0,36773,0,0,11,8,24,2
716,716,0,120000,1,0,27,1,1,2
717,717,0,115440,0,0,2,1,1,2
718,718,100,191475,0,0,2,1,1,2
719,719,0,130000,1,0,2,1,1,2
720,720,0,110600,0,0,4,1,1,2
721,721,100,75000,0,0,4,1,1,2
722,722,0,79000,1,0,4,1,1,2
723,723,0,50432,0,0,4,0,0,2
724,724,0,142200,0,0,9,1,1,2
725,725,100,177000,0,0,21,1,1,0
726,726,100,100000,,0,7,1,1,2
727,727,0,252000,0,0,11,1,1,2
728,728,0,180000,0,0,57,1,1,2
729,729,0,160080,0,0,11,1,1,2
730,730,100,38000,0,0,2,1,1,2
731,731,100,150000,1,0,18,1,1,
732,732,100,110500,0,0,11,1,1,2
733,733,100,168000,0,0,2,1,1,2
734,734,100,90000,0,0,11,1,1,2
735,735,0,169000,0,0,27,1,1,2
736,736,0,139500,0,0,9,1,1,2
737,737,0,160000,2,0,46,1,1,2
738,738,100,235000,0,,15,1,1,2
739,739,100,175000,0,0,2,1,1,2
740,740,100,236000,0,0,11,1,1,2
741,741,0,129300,0,0,11,1,1,2
742,742,100,62000,,0,11,1,1,2
743,743,100,230000,0,0,3,1,1,2
744,744,0,135000,2,0,11,1,1,2
745,745,50,20171,0,0,2,53,52,0
746,746,100,66531,1,0,11,0,0,2
747,747,0,81500,0,0,2,1,1,2
748,748,100,135000,0,0,9,1,1,2
749,749,100,318300,0,0,9,1,1,2
750,750,0,129300,0,0,2,1,1,2
751,751,100,147800,0,0,15,1,1,2
752,752,100,196000,0,0,3,1,1,2
753,753,0,167500,,0,11,1,1,2
754,754,100,234100,0,0,1,1,1,2
755,755,0,152500,0,0,11,1,1,2
756,756,0,145000,0,0,11,1,1,2
757,757,100,135000,0,0,4,2,2,2
758,758,100,150000,1,0,4,1,1,2
759,759,0,206000,1,0,4,1,1,2
760,760,50,80000,2,0,17,22,20,2
761,761,50,45555,1,2,37,46,47,2
762,762,0,252000,0,0,11,1,1,2
763,763,0,185900,0,0,11,1,1,2
764,764,0,120000,1,0,11,1,1,2
765,765,100,185000,0,0,90,1,1,0
766,766,100,121600,0,0,4,1,1,2
767,767,0,150000,1,0,4,1,1,2
768,768,50,250000,0,0,86,1,1,0
769,769,100,183000,0,0,1,1,1,2
770,770,0,38631,0,0,2,0,0,2
771,771,50,65257,1,0,4,21,18,2
772,772,100,115000,0,0,11,1,1,2
773,773,0,133300,0,0,11,1,1,2
774,774,0,113000,0,0,11,1,1,0
775,775,100,105000,0,0,11,1,1,2
776,776,100,106800,0,0,2,1,1,2
777,777,0,126080,1,0,18,3,3,1
778,778,100,139000,0,0,11,1,1,2
779,779,100,170550,0,0,4,1,1,2
780,780,0,141300,1,0,2,1,1,2
781,781,100,121500,0,0,11,1,1,2
782,782,100,297300,0,0,26,1,1,2
783,783,0,121523,1,0,9,4,4,2
784,784,0,142200,0,0,9,1,1,2
785,785,0,169000,0,0,4,1,1,2
786,786,0,185900,0,0,11,1,1,2
787,787,100,83500,1,0,4,1,1,2
788,788,100,112000,1,0,4,1,1,2
789,789,0,106250,1,0,2,1,1,2
790,790,100,31520,2,0,36,8,0,2
791,791,0,130000,1,0,4,1,1,2
792,792,0,140000,3,0,19,1,1,2
793,793,0,200000,0,0,11,1,1,2
794,794,0,37824,0,0,2,0,0,2
795,795,0,75000,1,0,4,1,1,2
796,796,0,130000,1,0,30,1,1,2
797,797,0,106800,,0,11,1,1,2
798,798,50,75050,1,0,11,13,19,0
799,799,100,85000,0,0,11,1,1,2
800,800,100,152900,,0,7,1,1,2
801,801,100,205000,0,0,3,1,1,2
802,802,50,300000,2,0,17,6,6,0
803,803,100,160000,0,0,9,1,1,2
804,804,0,185000,3,0,2,1,1,2
805,805,100,110000,0,0,11,1,1,2
806,806,0,185900,0,0,11,1,1,2
807,807,100,203300,0,0,11,1,1,2
808,808,100,135000,0,0,2,1,1,2
809,809,100,87738,0,0,2,2,2,1
810,810,0,150000,0,0,18,1,1,2
811,811,0,130000,0,0,4,1,1,2
812,812,100,68318,0,0,21,13,12,2
813,813,0,180000,1,0,11,1,1,2
814,814,100,108000,1,0,7,1,1,2
815,815,0,73900,2,,11,1,1,2
816,816,100,87000,1,0,31,1,1,0
817,817,100,95000,,0,9,2,2,2
818,818,0,73000,1,0,2,1,1,0
819,819,100,56536,2,0,9,10,9,1
820,820,100,33609,1,,2,29,40,0
821,821,100,191475,0,0,2,1,1,2
822,822,100,31795,1,0,2,6,1,2
823,823,0,142200,0,0,9,1,1,2
824,824,100,170000,,,11,1,1,2
825,825,0,125000,0,0,2,1,1,2
826,826,100,142800,0,0,3,1,1,2
827,827,0,74178,0,0,4,1,1,2
828,828,100,200000,0,0,11,1,1,2
829,829,100,186000,0,0,9,1,1,2
830,830,100,240000,0,0,2,1,1,2
831,831,0,129000,0,0,11,1,1,2
832,832,0,145000,0,0,2,1,1,2
833,833,0,180000,0,0,4,1,1,2
834,834,100,141600,0,0,11,1,1,2
835,835,100,145000,0,0,2,1,1,2
836,836,100,48000,1,0,2,68,1,1
837,837,0,61989,1,0,18,19,49,0
838,838,100,191475,0,0,2,1,1,2
839,839,100,190000,0,0,11,1,1,2
840,840,100,61800,2,0,11,1,1,2
841,841,100,131300,0,0,9,1,1,0
842,842,0,120000,0,0,11,1,1,2
843,843,0,100706,0,0,11,1,1,2
844,844,0,165000,1,0,7,1,1,2
845,845,0,113000,0,0,15,1,1,2
846,846,0,133300,0,0,11,1,1,2
847,847,0,115000,0,0,11,1,1,
848,848,0,151800,0,0,2,1,1,2
849,849,50,28609,2,3,12,56,54,1
850,850,0,48289,,0,2,0,0,2
851,851,0,160000,2,0,11,1,1,2
852,852,0,210000,0,0,2,1,1,2
853,853,100,120000,0,0,9,62,60,1
854,854,100,106000,,0,11,1,1,0
855,855,0,174000,0,0,9,3,3,2
856,856,0,145000,0,0,9,1,1,2
857,857,0,189750,2,0,9,1,1,2
858,858,50,82528,2,0,18,4,4,0
859,859,100,35093,2,0,9,4,4,0
860,860,100,128875,0,0,4,1,1,2
861,861,0,63000,0,0,11,1,1,2
862,862,100,160000,0,0,11,1,1,2
863,863,100,220110,0,0,11,1,1,2
864,864,100,190000,0,0,39,1,1,1
865,865,0,120000,0,0,7,1,1,2
866,866,50,42197,1,0,2,12,11,1
867,867,0,265000,3,0,11,1,1,2
868,868,0,145000,0,,11,1,1,2
869,869,100,50000,2,0,4,1,1,2
870,870,0,185700,1,0,7,1,1,2
871,871,100,99750,0,0,4,1,1,2
872,872,100,241000,1,0,26,1,1,2
873,873,0,240000,0,0,11,1,1,2
874,874,0,84053,3,0,18,9,8,0
875,875,0,85000,0,0,4,1,1,2
876,876,0,101228,0,0,9,4,4,2
877,877,100,200000,1,0,36,6,1,0
878,878,100,100000,0,0,11,1,1,2
879,879,0,149850,0,0,18,1,1,2
880,880,100,183000,0,0,2,1,1,2
881,881,0,198800,0,,11,1,1,2
882,882,100,38776,1,0,2,0,0,2
883,883,100,217000,0,0,11,1,1,2
884,884,0,317070,0,0,2,1,1,2
885,885,100,93700,0,0,11,1,1,2
886,886,0,142200,0,0,9,1,1,2
887,887,0,65062,1,0,2,7,7,0
888,888,0,85700,0,0,4,1,1,2
889,889,100,175000,0,0,2,1,1,2
890,890,100,141525,0,0,2,1,1,2
891,891,0,175000,0,0,67,1,1,2
892,892,0,120000,0,,11,1,1,2
893,893,0,216200,1,0,4,1,1,
894,894,0,119000,0,0,4,1,1,2
895,895,100,75000,0,0,4,1,1,2
896,896,0,275000,0,0,6,3,3,2
897,897,100,245000,0,0,2,1,1,2
898,898,0,253750,0,0,18,0,0,2
899,899,100,30000,1,1,1,1,1,1
900,900,0,130000,,0,9,1,1,2
901,901,0,129300,0,0,11,1,1,2
902,902,100,175000,,0,4,2,2,2
903,903,100,90000,1,0,11,1,1,2
904,904,100,101570,0,0,2,1,1,2
905,905,100,193000,0,0,11,0,1,2
906,906,100,190000,0,0,71,1,1,0
907,907,100,106800,0,0,11,1,1,2
908,908,0,300240,0,0,2,1,1,2
909,909,100,120000,0,0,46,1,1,2
910,910,100,157750,0,0,2,1,1,2
911,911,50,117104,0,0,83,2,2,0
912,912,0,100000,1,0,4,2,2,2
913,913,100,80000,0,0,4,1,1,2
914,914,0,172200,0,0,9,1,1,2
915,915,50,24823,1,0,9,23,21,0
916,916,100,138750,0,0,7,1,1,2
917,917,100,120000,1,0,2,1,1,2
918,918,0,50000,1,0,9,34,30,1
919,919,50,12888,,0,2,6,6,1
920,920,0,90000,1,0,11,1,1,2
921,921,0,185900,0,0,11,1,1,2
922,922,100,104890,0,0,2,1,1,2
923,923,0,199000,0,0,11,1,1,2
924,924,0,90700,0,0,9,1,1,2
925,925,100,209100,,0,11,1,1,0
926,926,0,6304,2,0,17,38,34,
927,927,0,289800,0,0,7,1,1,
928,928,0,70000,0,0,4,1,1,2
929,929,0,164000,0,0,4,1,1,2
930,930,100,140000,0,0,11,1,1,2
931,931,50,25000,1,0,2,53,52,2
932,932,0,70000,0,0,11,1,1,2
933,933,0,275000,,0,17,2,2,1
934,934,50,94564,0,0,9,3,3,0
935,935,0,150000,2,0,18,1,1,2
936,936,0,72200,0,0,13,1,1,2
937,937,100,183600,0,0,57,2,2,2
938,938,100,185000,0,0,2,1,1,2
939,939,100,51508,,0,4,0,0,
940,940,0,135000,2,0,11,1,1,2
941,941,100,161342,0,0,26,1,1,
942,942,100,231250,0,0,7,1,1,2
943,943,100,75344,1,0,9,4,4,2
944,944,100,115573,0,0,9,12,11,2
945,945,0,185900,,0,2,1,1,2
946,946,50,28369,1,0,11,77,71,0
947,947,100,75648,1,0,2,3,3,1
948,948,0,199000,0,0,27,1,1,2
949,949,0,48000,0,0,27,20,17,2
950,950,100,55410,,0,11,4,4,2
951,951,0,134000,1,0,27,1,1,2
952,952,100,175000,1,0,9,1,1,2
953,953,0,74540,2,0,2,1,1,2
954,954,100,125000,0,0,4,1,1,2
955,955,0,200000,1,0,9,1,1,2
956,956,100,115447,1,0,11,4,4,0
957,957,100,135000,,0,4,1,1,2
958,958,0,180000,,0,7,1,1,2
959,959,0,149076,0,0,2,1,1,2
960,960,0,150000,0,0,1,1,1,2
961,961,100,250000,0,0,4,1,1,2
962,962,100,77300,2,0,27,1,1,2
963,963,0,197000,0,0,11,1,1,2
964,964,0,210000,0,0,2,1,1,2
965,965,100,130000,0,0,46,1,1,
966,966,0,70000,1,0,26,1,1,2
967,967,0,171250,0,0,11,1,1,2
968,968,0,225000,1,0,2,1,1,2
969,969,0,121523,1,0,9,4,4,2
970,970,100,140000,0,0,4,1,1,2
971,971,100,100000,1,0,45,1,1,2
972,972,100,192400,0,0,15,2,2,2
973,973,100,140000,0,0,46,1,1,2
974,974,0,128000,1,0,4,1,1,2
975,975,0,200000,0,0,11,1,1,2
976,976,0,105000,0,0,2,1,1,2
977,977,100,63000,0,,11,1,1,2
978,978,100,115000,0,0,4,1,1,2
979,979,100,146000,0,0,2,1,1,2
980,980,0,135000,0,0,7,1,1,2
981,981,0,136000,0,0,3,1,1,0
982,982,100,97750,1,0,2,1,1,2
983,983,0,170000,0,,57,1,1,2
984,984,0,130000,1,0,9,1,1,2
985,985,100,180000,0,0,11,1,1,2
986,986,100,150000,0,0,9,1,1,2
987,987,0,240500,0,0,11,1,1,0
988,988,0,100000,0,0,27,1,1,2
989,989,0,141288,0,0,18,1,1,2
990,990,100,105000,2,0,30,54,1,0
991,991,100,210000,3,0,7,1,1,2
992,992,0,186000,0,0,2,1,1,2
993,993,0,150000,0,0,4,1,1,2
994,994,100,120000,0,0,4,1,1,2
995,995,0,220000,0,0,2,1,1,2
996,996,100,180000,1,0,9,1,1,2
997,997,100,43096,2,0,11,4,4,2
998,998,0,125000,1,0,11,1,1,2
999,999,0,109000,0,0,11,1,1,2
1000,1000,0,300000,1,0,9,1,1,2
1001,1001,50,42000,2,,18,9,8,0
1002,1002,100,112900,0,0,4,1,1,2
1003,1003,100,150000,0,,11,1,1,2
1004,1004,0,220000,1,0,34,1,1,2
1005,1005,100,190000,0,0,15,1,1,2
1006,1006,0,175000,0,0,11,1,1,2
1007,1007,0,150000,1,0,4,1,1,
1008,1008,100,95000,2,0,4,1,1,2
1009,1009,100,85000,0,0,9,1,1,2
1010,1010,0,172200,0,0,26,1,1,2
1011,1011,0,110000,,0,49,1,1,2
1012,1012,100,150000,0,0,11,1,1,2
1013,1013,0,100000,1,0,4,1,1,2
1014,1014,100,16228,2,0,29,6,6,0
1015,1015,0,250000,1,0,11,1,1,2
1016,1016,0,115000,0,0,11,1,1,2
1017,1017,0,145000,3,0,2,1,1,2
1018,1018,0,150000,0,0,6,1,1,2
1019,1019,0,110000,0,0,4,1,1,2
1020,1020,50,100000,0,0,61,9,8,0
1021,1021,100,131300,0,0,15,1,1,0
1022,1022,100,190000,0,0,40,1,1,2
1023,1023,0,180000,0,0,2,1,1,2
1024,1024,100,126000,0,,11,1,1,2
1025,1025,0,175000,0,0,11,1,1,2
1026,1026,0,120000,1,,2,1,1,2
1027,1027,0,64500,1,0,4,1,1,2
1028,1028,100,200000,0,0,4,1,1,0
1029,1029,0,216200,0,0,4,1,1,2
1030,1030,100,120000,0,,4,1,1,2
1031,1031,100,105000,0,0,4,1,1,2
1032,1032,0,100000,0,0,6,1,1,2
1033,1033,0,220000,1,0,26,1,1,2
1034,1034,0,100000,,0,18,1,1,2
1035,1035,100,230000,0,0,11,1,1,2
1036,1036,50,18238,1,0,31,6,6,0
1037,1037,0,110000,0,0,30,1,1,2
1038,1038,0,72914,1,0,47,4,4,2
1039,1039,0,145000,1,0,2,1,1,2
1040,1040,0,200000,3,0,11,1,1,2
1041,1041,0,82365,0,0,2,1,1,2
1042,1042,50,116914,1,0,2,4,4,0
1043,1043,0,137500,0,0,4,1,1,2
1044,1044,0,130000,1,0,4,1,1,2
1045,1045,0,100500,0,0,4,1,1,
1046,1046,0,129300,0,0,2,1,1,2
1047,1047,0,108000,2,0,9,1,1,1
1048,1048,50,62726,2,0,2,3,3,1
1049,1049,0,24000,,0,11,1,1,2
1050,1050,100,57723,1,0,23,4,4,2
1051,1051,100,71907,2,0,2,1,1,2
1052,1052,100,5132,1,0,67,51,51,2
1053,1053,0,95000,1,0,11,1,1,2
1054,1054,0,145000,1,0,11,1,1,2
1055,1055,0,50432,0,0,4,0,0,2
1056,1056,100,150000,2,0,4,1,1,0
1057,1057,0,136000,0,0,3,1,1,0
1058,1058,100,185000,0,0,2,1,1,2
1059,1059,0,167580,0,0,11,1,1,2
1060,1060,0,130000,1,0,16,1,1,2
1061,1061,0,130000,0,0,11,1,1,2
1062,1062,100,122500,0,,7,1,1,
1063,1063,100,160000,1,0,11,1,1,2
1064,1064,100,61566,,0,11,4,4,2
1065,1065,0,175000,1,0,9,1,1,
1066,1066,0,75000,0,0,11,1,1,2
1067,1067,0,150000,0,0,2,1,1,2
1068,1068,50,74000,1,0,9,64,64,1
1069,1069,0,100000,0,0,11,1,1,
1070,1070,50,76309,3,0,88,6,6,0
1071,1071,0,120000,1,0,11,1,1,2
1072,1072,100,112900,0,0,4,1,1,2
1073,1073,100,130000,3,0,4,1,1,2
1074,1074,50,53654,0,0,24,12,11,1
1075,1075,0,9466,1,0,2,6,6,1
1076,1076,0,135000,0,0,4,1,1,2
1077,1077,100,212800,0,0,3,1,1,2
1078,1078,0,197000,0,0,7,1,1,2
1079,1079,100,150000,0,0,11,1,1,2
1080,1080,100,43809,1,0,4,4,4,2
1081,1081,0,180000,0,0,2,1,1,2
1082,1082,100,172600,0,0,11,1,1,2
1083,1083,100,150075,0,0,4,1,1,2
1084,1084,0,95000,,0,4,1,1,2
1085,1085,0,120000,0,0,2,2,2,
1086,1086,0,130000,0,0,4,1,1,2
1087,1087,0,85000,0,0,51,1,1,2
1088,1088,100,200000,0,0,9,1,1,0
1089,1089,100,164000,0,0,3,1,1,2
1090,1090,100,100000,0,0,4,1,1,2
1091,1091,100,136000,0,0,2,1,1,2
1092,1092,100,44365,1,0,67,29,40,1
1093,1093,100,194000,0,0,11,1,1,2
1094,1094,0,203500,0,0,2,1,1,2
1095,1095,0,110600,0,0,4,1,1,2
1096,1096,0,150000,1,0,9,1,1,
1097,1097,0,119300,0,0,2,1,1,0
1098,1098,50,63040,0,0,9,14,12,1
1099,1099,100,179305,0,0,11,1,1,2
1100,1100,100,190000,0,0,7,1,1,2
1101,1101,0,163800,0,0,11,1,1,2
1102,1102,50,60757,0,0,18,8,24,0
1103,1103,100,130000,0,,7,1,1,2
1104,1104,0,300000,0,0,11,1,1,2
1105,1105,100,276000,0,0,11,1,1,2
1106,1106,0,189110,0,0,6,1,1,2
1107,1107,100,173000,0,0,7,1,1,2
1108,1108,100,175000,0,0,11,1,1,2
1109,1109,100,55000,0,0,4,1,1,2
1110,1110,0,150000,0,0,11,1,1,0
1111,1111,0,106800,0,0,11,1,1,
1112,1112,100,205000,0,0,3,1,1,2
1113,1113,100,90000,2,0,2,1,1,1
1114,1114,0,110000,0,0,2,2,2,2
1115,1115,0,174500,0,0,15,1,1,2
1116,1116,0,250500,0,0,15,1,1,2
1117,1117,0,62000,1,0,4,1,1,2
1118,1118,100,51081,2,,2,2,2,0
1119,1119,100,130000,0,0,2,1,1,2
1120,1120,0,105000,1,0,4,1,1,2
1121,1121,0,95000,1,0,11,1,1,2
1122,1122,100,130000,0,0,7,1,1,2
1123,1123,100,154600,,0,2,1,1,2
1124,1124,100,153600,0,0,2,1,1,2
1125,1125,100,79197,0,0,72,3,3,0
1126,1126,100,135000,0,0,11,1,1,2
1127,1127,100,159200,,0,2,1,1,0
1128,1128,100,22800,1,0,34,60,59,2
1129,1129,0,129000,0,0,11,1,1,2
1130,1130,0,90000,2,0,11,1,1,2
1131,1131,50,153000,1,0,34,1,1,2
1132,1132,0,204500,0,0,9,1,1,2
1133,1133,0,162500,0,0,2,1,1,2
1134,1134,100,231500,0,0,11,1,1,2
1135,1135,100,310000,3,0,11,1,1,2
1136,1136,0,73880,1,0,7,4,4,2
1137,1137,100,60093,1,0,2,19,3,2
1138,1138,100,135000,1,0,4,1,1,2
1139,1139,0,174000,0,0,6,3,3,2
1140,1140,100,50000,2,0,2,6,1,2
1141,1141,100,250000,0,0,11,1,1,2
1142,1142,0,130000,1,0,11,1,1,2
1143,1143,100,49253,1,0,56,4,4,2
1144,1144,100,73546,1,0,11,37,33,2
1145,1145,100,68428,0,0,2,37,1,0
1146,1146,0,100000,0,0,9,1,1,2
1147,1147,0,150000,1,0,11,1,1,2
1148,1148,0,165000,,0,30,1,1,2
1149,1149,0,200000,0,0,18,1,1,2
1150,1150,100,85847,0,0,6,3,3,1
1151,1151,100,140000,0,0,46,1,1,2
1152,1152,0,51321,2,0,2,12,11,1
1153,1153,100,140000,0,0,2,1,1,2
1154,1154,100,50000,0,,4,58,56,1
1155,1155,100,92350,1,0,11,4,4,2
1156,1156,0,160000,,0,4,1,1,2
1157,1157,0,109400,0,0,9,1,1,2
1158,1158,100,205600,0,0,11,1,1,2
1159,1159,0,300240,0,0,2,1,1,2
1160,1160,0,105200,0,0,27,1,1,2
1161,1161,0,110446,1,0,11,44,43,2
1162,1162,0,220000,0,0,2,1,1,2
1163,1163,0,85000,1,0,18,1,1,2
1164,1164,100,160000,0,0,11,1,1,2
1165,1165,0,227000,0,0,4,1,1,
1166,1166,0,140000,0,0,11,1,1,2
1167,1167,0,140000,0,0,2,1,1,2
1168,1168,0,146000,0,0,2,1,1,2
1169,1169,0,129000,0,0,11,1,1,2
1170,1170,0,72914,1,0,4,28,27,2
1171,1171,100,92000,0,0,15,4,4,2
1172,1172,0,122700,0,0,9,1,1,2
1173,1173,0,205920,1,0,52,1,1,2
1174,1174,100,115000,0,0,40,1,1,2
1175,1175,0,159832,0,0,2,1,1,2
1176,1176,100,154000,0,0,11,1,1,2
1177,1177,0,200000,0,0,18,1,1,2
1178,1178,100,150000,0,0,83,1,1,2
1179,1179,0,120000,1,0,11,1,1,2
1180,1180,0,130000,1,0,11,1,1,2
1181,1181,100,109280,0,0,4,1,1,2
1182,1182,0,120000,0,,7,1,1,2
1183,1183,0,309400,0,0,3,1,1,0
1184,1184,0,191200,0,0,11,1,1,
1185,1185,0,85000,3,0,54,68,25,2
1186,1186,0,240000,0,0,1,1,1,2
1187,1187,50,46759,1,0,4,12,11,0
1188,1188,0,40663,2,0,4,2,2,0
1189,1189,100,200000,3,0,34,1,1,1
1190,1190,100,75000,1,0,4,1,1,2
1191,1191,100,259000,0,0,11,1,1,2
1192,1192,50,127221,0,,65,2,2,0
1193,1193,0,180000,0,0,11,1,1,2
1194,1194,100,177500,0,0,2,1,1,2
1195,1195,0,130000,1,0,11,1,1,
1196,1196,100,216000,0,0,11,1,1,2
1197,1197,0,60938,2,0,53,3,3,0
1198,1198,100,92350,1,,11,4,4,2
1199,1199,100,153000,0,0,11,1,1,0
1200,1200,100,119059,1,0,2,21,15,2
1201,1201,0,222200,0,0,3,1,1,0
1202,1202,100,297500,,0,11,1,1,2
1203,1203,0,165000,1,0,4,1,1,2
1204,1204,0,99000,,0,4,1,1,2
1205,1205,100,60938,1,0,2,3,3,1
1206,1206,100,192500,0,0,4,1,1,
1207,1207,0,223250,0,0,11,1,1,
1208,1208,50,36259,1,0,53,48,1,0
1209,1209,100,376080,0,0,15,1,1,
1210,1210,0,205000,0,0,2,1,1,2
1211,1211,100,117000,0,0,15,1,1,2
1212,1212,0,183310,1,0,2,1,1,2
1213,1213,100,183500,0,0,2,1,1,2
1214,1214,100,213120,0,0,15,1,1,2
1215,1215,100,90000,0,0,2,1,1,2
1216,1216,100,75000,,0,4,1,1,2
1217,1217,0,215000,0,0,12,1,1,2
1218,1218,100,75000,0,0,11,1,1,2
1219,1219,100,53416,1,0,2,6,58,0
1220,1220,100,140000,0,0,9,1,1,2
1221,1221,0,67723,1,0,2,4,4,2
1222,1222,0,135000,0,0,67,1,1,2
1223,1223,100,126000,0,0,11,1,1,2
1224,1224,0,155000,3,0,15,1,1,2
1225,1225,0,109000,1,0,4,1,1,2
1226,1226,0,170000,1,0,2,1,1,2
1227,1227,100,200000,0,0,11,1,1,0
1228,1228,0,110600,0,0,4,1,1,2
1229,1229,100,180000,0,0,9,1,1,2
1230,1230,100,127000,0,,4,1,1,2
1231,1231,50,73546,1,0,2,9,8,0
1232,1232,100,180000,0,0,15,1,1,2
1233,1233,0,170000,0,0,11,1,1,2
1234,1234,100,236600,0,0,4,1,1,2
1235,1235,0,126000,0,0,9,1,1,2
1236,1236,0,145000,1,0,9,1,1,2
1237,1237,100,85000,1,0,4,1,1,0
1238,1238,100,155000,0,0,2,1,1,2
1239,1239,0,170000,,0,34,1,1,2
1240,1240,100,150000,2,0,60,13,19,1
1241,1241,100,188700,0,0,11,1,1,2
1242,1242,0,91237,0,0,2,19,49,1
1243,1243,0,67141,,0,9,4,4,2
1244,1244,50,31520,2,0,2,0,0,2
1245,1245,100,46809,1,0,2,0,0,2
1246,1246,0,147000,1,0,1,1,1,2
1247,1247,100,95000,1,0,11,0,0,
1248,1248,100,160000,0,0,11,1,1,2
1249,1249,0,170000,1,0,11,1,1,2
1250,1250,0,106500,0,0,11,1,1,2
1251,1251,100,92700,2,0,11,1,1,2
1252,1252,100,82528,1,0,11,4,4,0
1253,1253,0,176100,0,0,9,1,1,0
1254,1254,100,165000,0,0,11,1,1,2
1255,1255,0,90000,0,0,57,1,1,2
1256,1256,0,130000,0,0,11,1,1,2
1257,1257,0,215300,0,0,2,1,1,0
1258,1258,0,169000,0,0,4,1,1,2
1259,1259,100,138750,0,0,26,1,1,2
1260,1260,100,141525,0,0,2,1,1,2
1261,1261,0,95000,0,0,11,1,1,2
1262,1262,100,200000,0,0,11,1,1,2
1263,1263,0,205000,3,0,11,1,1,2
1264,1264,0,105000,0,0,51,1,1,2
1265,1265,100,210000,0,0,2,1,1,2
1266,1266,100,28399,2,0,2,6,6,2
1267,1267,0,128500,0,0,4,1,1,2
1268,1268,100,155000,1,0,2,1,1,0
1269,1269,0,225000,0,0,2,1,1,2
1270,1270,50,108000,1,0,2,1,1,0
1271,1271,0,149076,0,0,2,1,1,2
1272,1272,100,85066,1,0,23,4,4,
1273,1273,0,134000,0,0,2,1,1,2
1274,1274,0,150000,0,0,2,1,1,2
1275,1275,0,129000,0,0,11,1,1,2
1276,1276,100,222000,0,0,11,1,1,2
1277,1277,100,145000,0,0,2,1,1,2
1278,1278,0,185000,0,0,11,1,1,2
1279,1279,100,46597,1,0,9,29,40,0
1280,1280,100,123000,0,0,2,1,1,2
1281,1281,100,275300,0,0,2,1,1,2
1282,1282,100,110000,0,0,4,1,1,2
1283,1283,0,300000,0,0,11,1,1,2
1284,1284,100,93700,0,0,4,1,1,2
1285,1285,0,120000,2,0,6,1,1,2
1286,1286,0,100000,1,0,4,1,1,2
1287,1287,100,81666,0,0,4,1,1,2
1288,1288,0,87000,0,0,7,1,1,2
1289,1289,0,162500,1,0,11,1,1,2
1290,1290,100,88654,,0,9,45,57,2
1291,1291,0,225000,0,0,64,1,1,2
1292,1292,100,110000,2,3,2,59,11,2
1293,1293,0,100000,0,0,4,1,1,2
1294,1294,100,310000,3,0,11,1,1,2
1295,1295,0,120000,0,0,4,1,1,2
1296,1296,0,178600,0,0,11,1,1,2
1297,1297,100,53654,0,0,60,9,2,0
1298,1298,0,92350,1,0,11,4,4,2
1299,1299,100,24342,0,0,9,6,6,0
1300,1300,100,95746,1,0,60,3,1,1
1301,1301,100,180000,0,0,9,1,1,2
1302,1302,0,120000,0,0,11,1,1,2
1303,1303,100,237000,0,0,2,1,1,2
