,y,col_0_numerical,col_1_numerical,col_3_numerical,col_5_numerical,col_6_numerical
920,90000,1,0,1,1,2
921,185900,0,0,1,1,2
922,104890,0,0,1,1,2
923,199000,0,0,1,1,2
924,90700,0,0,1,1,2
925,209100,-1,0,1,1,0
926,6304,2,0,38,34,-1
927,289800,0,0,1,1,-1
928,70000,0,0,1,1,2
929,164000,0,0,1,1,2
930,140000,0,0,1,1,2
931,25000,1,0,53,52,2
932,70000,0,0,1,1,2
933,275000,-1,0,2,2,1
934,94564,0,0,3,3,0
935,150000,2,0,1,1,2
936,72200,0,0,1,1,2
937,183600,0,0,2,2,2
938,185000,0,0,1,1,2
939,51508,-1,0,0,0,-1
940,135000,2,0,1,1,2
941,161342,0,0,1,1,-1
942,231250,0,0,1,1,2
943,75344,1,0,4,4,2
944,115573,0,0,12,11,2
945,185900,-1,0,1,1,2
946,28369,1,0,77,71,0
947,75648,1,0,3,3,1
948,199000,0,0,1,1,2
949,48000,0,0,20,17,2
950,55410,-1,0,4,4,2
951,134000,1,0,1,1,2
952,175000,1,0,1,1,2
953,74540,2,0,1,1,2
954,125000,0,0,1,1,2
955,200000,1,0,1,1,2
956,115447,1,0,4,4,0
957,135000,-1,0,1,1,2
958,180000,-1,0,1,1,2
959,149076,0,0,1,1,2
960,150000,0,0,1,1,2
961,250000,0,0,1,1,2
962,77300,2,0,1,1,2
963,197000,0,0,1,1,2
964,210000,0,0,1,1,2
965,130000,0,0,1,1,-1
966,70000,1,0,1,1,2
967,171250,0,0,1,1,2
968,225000,1,0,1,1,2
969,121523,1,0,4,4,2
970,140000,0,0,1,1,2
971,100000,1,0,1,1,2
972,192400,0,0,2,2,2
973,140000,0,0,1,1,2
974,128000,1,0,1,1,2
975,200000,0,0,1,1,2
976,105000,0,0,1,1,2
977,63000,0,-1,1,1,2
978,115000,0,0,1,1,2
979,146000,0,0,1,1,2
980,135000,0,0,1,1,2
981,136000,0,0,1,1,0
982,97750,1,0,1,1,2
983,170000,0,-1,1,1,2
984,130000,1,0,1,1,2
985,180000,0,0,1,1,2
986,150000,0,0,1,1,2
987,240500,0,0,1,1,0
988,100000,0,0,1,1,2
989,141288,0,0,1,1,2
990,105000,2,0,54,1,0
991,210000,3,0,1,1,2
992,186000,0,0,1,1,2
993,150000,0,0,1,1,2
994,120000,0,0,1,1,2
995,220000,0,0,1,1,2
996,180000,1,0,1,1,2
997,43096,2,0,4,4,2
998,125000,1,0,1,1,2
999,109000,0,0,1,1,2
1000,300000,1,0,1,1,2
1001,42000,2,-1,9,8,0
1002,112900,0,0,1,1,2
1003,150000,0,-1,1,1,2
1004,220000,1,0,1,1,2
1005,190000,0,0,1,1,2
1006,175000,0,0,1,1,2
1007,150000,1,0,1,1,-1
1008,95000,2,0,1,1,2
1009,85000,0,0,1,1,2
1010,172200,0,0,1,1,2
1011,110000,-1,0,1,1,2
1012,150000,0,0,1,1,2
1013,100000,1,0,1,1,2
1014,16228,2,0,6,6,0
1015,250000,1,0,1,1,2
1016,115000,0,0,1,1,2
1017,145000,3,0,1,1,2
1018,150000,0,0,1,1,2
1019,110000,0,0,1,1,2
1020,100000,0,0,9,8,0
1021,131300,0,0,1,1,0
1022,190000,0,0,1,1,2
1023,180000,0,0,1,1,2
1024,126000,0,-1,1,1,2
1025,175000,0,0,1,1,2
1026,120000,1,-1,1,1,2
1027,64500,1,0,1,1,2
1028,200000,0,0,1,1,0
1029,216200,0,0,1,1,2
1030,120000,0,-1,1,1,2
1031,105000,0,0,1,1,2
1032,100000,0,0,1,1,2
1033,220000,1,0,1,1,2
1034,100000,-1,0,1,1,2
1035,230000,0,0,1,1,2
1036,18238,1,0,6,6,0
1037,110000,0,0,1,1,2
1038,72914,1,0,4,4,2
1039,145000,1,0,1,1,2
1040,200000,3,0,1,1,2
1041,82365,0,0,1,1,2
1042,116914,1,0,4,4,0
1043,137500,0,0,1,1,2
1044,130000,1,0,1,1,2
1045,100500,0,0,1,1,-1
1046,129300,0,0,1,1,2
1047,108000,2,0,1,1,1
1048,62726,2,0,3,3,1
1049,24000,-1,0,1,1,2
1050,57723,1,0,4,4,2
1051,71907,2,0,1,1,2
1052,5132,1,0,51,51,2
1053,95000,1,0,1,1,2
1054,145000,1,0,1,1,2
1055,50432,0,0,0,0,2
1056,150000,2,0,1,1,0
1057,136000,0,0,1,1,0
1058,185000,0,0,1,1,2
1059,167580,0,0,1,1,2
1060,130000,1,0,1,1,2
1061,130000,0,0,1,1,2
1062,122500,0,-1,1,1,-1
1063,160000,1,0,1,1,2
1064,61566,-1,0,4,4,2
1065,175000,1,0,1,1,-1
1066,75000,0,0,1,1,2
1067,150000,0,0,1,1,2
1068,74000,1,0,64,64,1
1069,100000,0,0,1,1,-1
1070,76309,3,0,6,6,0
1071,120000,1,0,1,1,2
1072,112900,0,0,1,1,2
1073,130000,3,0,1,1,2
1074,53654,0,0,12,11,1
1075,9466,1,0,6,6,1
1076,135000,0,0,1,1,2
1077,212800,0,0,1,1,2
1078,197000,0,0,1,1,2
1079,150000,0,0,1,1,2
1080,43809,1,0,4,4,2
1081,180000,0,0,1,1,2
1082,172600,0,0,1,1,2
1083,150075,0,0,1,1,2
1084,95000,-1,0,1,1,2
1085,120000,0,0,2,2,-1
1086,130000,0,0,1,1,2
1087,85000,0,0,1,1,2
1088,200000,0,0,1,1,0
1089,164000,0,0,1,1,2
1090,100000,0,0,1,1,2
1091,136000,0,0,1,1,2
1092,44365,1,0,29,40,1
1093,194000,0,0,1,1,2
1094,203500,0,0,1,1,2
1095,110600,0,0,1,1,2
1096,150000,1,0,1,1,-1
1097,119300,0,0,1,1,0
1098,63040,0,0,14,12,1
1099,179305,0,0,1,1,2
1100,190000,0,0,1,1,2
1101,163800,0,0,1,1,2
1102,60757,0,0,8,24,0
1103,130000,0,-1,1,1,2
1104,300000,0,0,1,1,2
1105,276000,0,0,1,1,2
1106,189110,0,0,1,1,2
1107,173000,0,0,1,1,2
1108,175000,0,0,1,1,2
1109,55000,0,0,1,1,2
1110,150000,0,0,1,1,0
1111,106800,0,0,1,1,-1
1112,205000,0,0,1,1,2
1113,90000,2,0,1,1,1
1114,110000,0,0,2,2,2
1115,174500,0,0,1,1,2
1116,250500,0,0,1,1,2
1117,62000,1,0,1,1,2
1118,51081,2,-1,2,2,0
1119,130000,0,0,1,1,2
1120,105000,1,0,1,1,2
1121,95000,1,0,1,1,2
1122,130000,0,0,1,1,2
1123,154600,-1,0,1,1,2
1124,153600,0,0,1,1,2
1125,79197,0,0,3,3,0
1126,135000,0,0,1,1,2
1127,159200,-1,0,1,1,0
1128,22800,1,0,60,59,2
1129,129000,0,0,1,1,2
1130,90000,2,0,1,1,2
1131,153000,1,0,1,1,2
1132,204500,0,0,1,1,2
1133,162500,0,0,1,1,2
1134,231500,0,0,1,1,2
1135,310000,3,0,1,1,2
1136,73880,1,0,4,4,2
1137,60093,1,0,19,3,2
1138,135000,1,0,1,1,2
1139,174000,0,0,3,3,2
1140,50000,2,0,6,1,2
1141,250000,0,0,1,1,2
1142,130000,1,0,1,1,2
1143,49253,1,0,4,4,2
1144,73546,1,0,37,33,2
1145,68428,0,0,37,1,0
1146,100000,0,0,1,1,2
1147,150000,1,0,1,1,2
1148,165000,-1,0,1,1,2
1149,200000,0,0,1,1,2
1150,85847,0,0,3,3,1
1151,140000,0,0,1,1,2
1152,51321,2,0,12,11,1
1153,140000,0,0,1,1,2
1154,50000,0,-1,58,56,1
1155,92350,1,0,4,4,2
1156,160000,-1,0,1,1,2
1157,109400,0,0,1,1,2
1158,205600,0,0,1,1,2
1159,300240,0,0,1,1,2
1160,105200,0,0,1,1,2
1161,110446,1,0,44,43,2
1162,220000,0,0,1,1,2
1163,85000,1,0,1,1,2
1164,160000,0,0,1,1,2
1165,227000,0,0,1,1,-1
1166,140000,0,0,1,1,2
1167,140000,0,0,1,1,2
1168,146000,0,0,1,1,2
1169,129000,0,0,1,1,2
1170,72914,1,0,28,27,2
1171,92000,0,0,4,4,2
1172,122700,0,0,1,1,2
1173,205920,1,0,1,1,2
1174,115000,0,0,1,1,2
1175,159832,0,0,1,1,2
1176,154000,0,0,1,1,2
1177,200000,0,0,1,1,2
1178,150000,0,0,1,1,2
1179,120000,1,0,1,1,2
1180,130000,1,0,1,1,2
1181,109280,0,0,1,1,2
1182,120000,0,-1,1,1,2
1183,309400,0,0,1,1,0
1184,191200,0,0,1,1,-1
1185,85000,3,0,68,25,2
1186,240000,0,0,1,1,2
1187,46759,1,0,12,11,0
1188,40663,2,0,2,2,0
1189,200000,3,0,1,1,1
1190,75000,1,0,1,1,2
1191,259000,0,0,1,1,2
1192,127221,0,-1,2,2,0
1193,180000,0,0,1,1,2
1194,177500,0,0,1,1,2
1195,130000,1,0,1,1,-1
1196,216000,0,0,1,1,2
1197,60938,2,0,3,3,0
1198,92350,1,-1,4,4,2
1199,153000,0,0,1,1,0
1200,119059,1,0,21,15,2
1201,222200,0,0,1,1,0
1202,297500,-1,0,1,1,2
1203,165000,1,0,1,1,2
1204,99000,-1,0,1,1,2
1205,60938,1,0,3,3,1
1206,192500,0,0,1,1,-1
1207,223250,0,0,1,1,-1
1208,36259,1,0,48,1,0
1209,376080,0,0,1,1,-1
1210,205000,0,0,1,1,2
1211,117000,0,0,1,1,2
1212,183310,1,0,1,1,2
1213,183500,0,0,1,1,2
1214,213120,0,0,1,1,2
1215,90000,0,0,1,1,2
1216,75000,-1,0,1,1,2
1217,215000,0,0,1,1,2
1218,75000,0,0,1,1,2
1219,53416,1,0,6,58,0
1220,140000,0,0,1,1,2
1221,67723,1,0,4,4,2
1222,135000,0,0,1,1,2
1223,126000,0,0,1,1,2
1224,155000,3,0,1,1,2
1225,109000,1,0,1,1,2
1226,170000,1,0,1,1,2
1227,200000,0,0,1,1,0
1228,110600,0,0,1,1,2
1229,180000,0,0,1,1,2
1230,127000,0,-1,1,1,2
1231,73546,1,0,9,8,0
1232,180000,0,0,1,1,2
1233,170000,0,0,1,1,2
1234,236600,0,0,1,1,2
1235,126000,0,0,1,1,2
1236,145000,1,0,1,1,2
1237,85000,1,0,1,1,0
1238,155000,0,0,1,1,2
1239,170000,-1,0,1,1,2
1240,150000,2,0,13,19,1
1241,188700,0,0,1,1,2
1242,91237,0,0,19,49,1
1243,67141,-1,0,4,4,2
1244,31520,2,0,0,0,2
1245,46809,1,0,0,0,2
1246,147000,1,0,1,1,2
1247,95000,1,0,0,0,-1
1248,160000,0,0,1,1,2
1249,170000,1,0,1,1,2
1250,106500,0,0,1,1,2
1251,92700,2,0,1,1,2
1252,82528,1,0,4,4,0
1253,176100,0,0,1,1,0
1254,165000,0,0,1,1,2
1255,90000,0,0,1,1,2
1256,130000,0,0,1,1,2
1257,215300,0,0,1,1,0
1258,169000,0,0,1,1,2
1259,138750,0,0,1,1,2
1260,141525,0,0,1,1,2
1261,95000,0,0,1,1,2
1262,200000,0,0,1,1,2
1263,205000,3,0,1,1,2
1264,105000,0,0,1,1,2
1265,210000,0,0,1,1,2
1266,28399,2,0,6,6,2
1267,128500,0,0,1,1,2
1268,155000,1,0,1,1,0
1269,225000,0,0,1,1,2
1270,108000,1,0,1,1,0
1271,149076,0,0,1,1,2
1272,85066,1,0,4,4,-1
1273,134000,0,0,1,1,2
1274,150000,0,0,1,1,2
1275,129000,0,0,1,1,2
1276,222000,0,0,1,1,2
1277,145000,0,0,1,1,2
1278,185000,0,0,1,1,2
1279,46597,1,0,29,40,0
1280,123000,0,0,1,1,2
1281,275300,0,0,1,1,2
1282,110000,0,0,1,1,2
1283,300000,0,0,1,1,2
1284,93700,0,0,1,1,2
1285,120000,2,0,1,1,2
1286,100000,1,0,1,1,2
1287,81666,0,0,1,1,2
1288,87000,0,0,1,1,2
1289,162500,1,0,1,1,2
1290,88654,-1,0,45,57,2
1291,225000,0,0,1,1,2
1292,110000,2,3,59,11,2
1293,100000,0,0,1,1,2
1294,310000,3,0,1,1,2
1295,120000,0,0,1,1,2
1296,178600,0,0,1,1,2
1297,53654,0,0,9,2,0
1298,92350,1,0,4,4,2
1299,24342,0,0,6,6,0
1300,95746,1,0,3,1,1
1301,180000,0,0,1,1,2
1302,120000,0,0,1,1,2
1303,237000,0,0,1,1,2
1304,200000,-1,0,1,1,2
1305,65000,0,0,62,60,1
1306,184000,0,0,1,1,2
1307,155000,0,0,1,1,2
1308,38154,0,0,6,6,0
1309,120000,1,0,1,1,2
1310,129300,0,0,1,1,2
1311,188800,0,0,1,1,2
1312,100000,2,2,47,46,2
1313,129000,-1,0,1,1,2
1314,115934,0,-1,1,1,2
1315,156400,0,0,1,1,2
1316,90700,0,0,2,2,2
1317,165000,0,0,1,1,2
1318,61566,1,0,4,4,2
1319,84053,1,0,37,33,2
1320,162500,1,0,1,1,2
1321,42533,0,0,11,10,2
1322,170000,0,0,1,1,2
1323,159832,0,0,1,1,2
1324,145828,1,0,4,4,2
1325,208775,0,0,1,1,2
1326,122000,0,0,1,1,2
1327,128000,0,0,1,1,-1
1328,28368,2,0,12,11,2
1329,220000,2,0,1,1,2
1330,135000,1,0,1,1,0
1331,47899,0,0,37,33,0
1332,109371,1,0,28,27,2
1333,183600,0,0,1,1,2
1334,63040,1,0,37,33,2
1335,110820,1,0,4,4,2
1336,120000,1,0,1,1,2
1337,160000,0,0,1,1,2
1338,145000,0,0,1,1,2
1339,135000,0,0,1,1,2
1340,125000,2,0,1,1,2
1341,130000,1,0,1,1,2
1342,140000,1,0,1,1,2
1343,239748,0,0,1,1,2
1344,132300,0,0,1,1,2
1345,115000,1,0,1,1,2
1346,131300,0,0,1,1,0
1347,205600,0,0,1,1,0
1348,39916,2,0,12,11,2
1349,191475,0,0,1,1,-1
1350,120000,1,0,1,1,2
1351,99100,0,0,1,1,2
1352,125000,0,0,20,17,0
1353,123000,0,0,1,1,2
1354,184000,0,0,1,1,2
1355,150000,0,0,1,1,2
1356,185000,-1,0,1,1,2
1357,158200,0,0,1,1,0
1358,160000,0,0,1,1,2
1359,100000,0,0,1,1,-1
1360,262500,0,0,1,1,0
1361,100000,0,0,1,1,0
1362,222640,3,0,1,1,-1
1363,75000,1,0,1,1,2
1364,110000,-1,-1,1,1,2
1365,192000,0,0,1,1,2
1366,160000,0,0,1,1,2
1367,102000,1,0,1,1,2
1368,150000,0,0,1,1,2
1369,175000,3,0,1,1,2
1370,94300,0,0,1,1,2
1371,100000,0,0,1,1,2
1372,120000,-1,0,1,1,2
1373,70000,2,0,1,1,2
1374,41689,2,0,64,64,1
1375,245100,0,0,1,1,2
1376,140000,1,0,1,1,2
1377,90000,2,0,1,1,1
1378,167000,1,-1,1,1,2
1379,120000,1,0,1,1,2
1380,129300,0,0,1,1,2
1381,134000,0,0,1,1,2
1382,147000,1,0,1,1,0
1383,134236,0,0,1,1,2
1384,252000,0,0,1,1,2
1385,184700,0,0,1,1,2
1386,248700,0,0,1,1,2
1387,179820,0,0,1,1,2
1388,125000,0,-1,1,1,2
1389,48000,2,0,1,1,2
1390,125600,0,0,1,1,2
1391,140000,1,0,1,1,2
1392,82280,0,0,4,4,2
1393,142200,0,0,1,1,2
1394,325000,3,0,1,1,0
1395,170000,1,0,1,1,0
1396,150000,0,0,1,1,2
1397,129400,0,0,1,1,2
1398,132000,0,0,1,1,2
1399,183500,0,0,1,1,2
1400,98506,0,0,4,4,2
1401,37558,0,0,8,24,2
1402,168400,0,0,1,1,2
1403,120000,0,0,1,1,-1
1404,141525,-1,0,1,1,2
1405,105000,0,-1,1,1,2
1406,94665,0,0,6,6,0
1407,120000,0,0,1,1,2
1408,204500,0,0,1,1,2
1409,145000,0,0,1,1,2
1410,80000,1,0,1,1,-1
1411,110000,1,0,1,1,2
1412,154600,0,0,1,1,2
1413,119000,0,0,1,1,2
1414,104697,1,0,10,9,0
1415,168400,0,0,1,1,2
1416,135000,0,0,1,1,2
1417,154000,0,0,1,1,2
1418,153600,0,0,1,1,2
1419,134000,0,0,1,1,2
1420,128280,0,0,1,1,2
1421,108000,0,0,1,1,2
1422,110000,0,0,1,1,2
1423,70500,0,0,1,1,2
1424,100000,0,0,1,1,2
1425,50000,2,0,30,1,0
1426,185000,0,0,24,22,2
1427,120000,0,0,1,1,-1
1428,182200,0,0,1,1,-1
1429,95000,0,0,1,1,2
1430,200000,1,0,1,1,2
1431,48000,2,0,1,1,2
1432,120000,0,0,1,1,2
1433,106500,0,0,1,1,2
1434,135000,2,0,1,1,2
1435,112300,1,0,1,1,0
1436,95000,0,0,1,1,2
1437,229998,0,0,1,1,0
1438,120000,0,0,1,1,-1
1439,210000,0,0,1,1,2
1440,95000,0,0,1,1,2
1441,125000,0,0,1,1,0
1442,134000,1,0,1,1,2
1443,140800,0,0,1,1,2
1444,185000,0,0,1,1,0
1445,54094,0,0,6,1,0
1446,34320,2,3,1,1,1
1447,136994,0,0,1,1,2
1448,304000,0,0,1,1,2
1449,243225,0,0,1,1,2
1450,210000,1,0,1,1,2
1451,113000,0,0,1,1,2
1452,110000,0,0,1,1,2
1453,54000,1,0,26,23,2
1454,146000,0,0,1,1,-1
1455,180000,0,0,1,1,2
1456,110600,0,0,1,1,2
1457,286000,3,0,1,1,2
1458,170000,0,0,1,1,0
1459,128875,0,0,1,1,2
1460,63000,0,0,1,1,2
1461,55000,2,0,1,1,1
1462,10000,1,0,53,52,2
1463,156400,0,0,1,1,2
1464,53192,0,0,12,11,-1
1465,75000,1,0,1,1,2
1466,204500,0,0,1,1,2
1467,150000,-1,0,1,1,2
1468,19073,2,3,56,54,0
1469,125000,2,0,1,1,1
1470,229000,0,0,1,1,2
1471,60000,2,0,4,4,-1
1472,230000,0,0,1,1,2
1473,141290,0,0,1,1,2
1474,185000,-1,0,1,1,2
1475,213000,0,0,1,1,2
1476,113900,0,0,1,1,2
1477,61566,1,0,4,4,2
1478,164996,0,0,1,1,2
1479,150000,0,0,1,1,2
1480,162500,0,0,1,1,2
1481,237000,0,0,1,1,-1
1482,128000,0,0,1,1,2
1483,115222,3,0,2,2,1
1484,63000,0,0,1,1,2
1485,239000,0,0,1,1,0
1486,101943,0,0,16,14,2
1487,90320,0,0,1,1,2
1488,135000,0,0,1,1,2
1489,12767,2,0,6,6,0
1490,140000,0,0,1,1,2
1491,50432,0,0,0,0,2
1492,7000,2,0,18,16,1
1493,100000,2,0,1,1,2
1494,175000,0,0,1,1,2
1495,158677,0,0,1,1,2
1496,141525,0,0,1,1,2
1497,191475,0,0,1,1,2
1498,129000,0,0,1,1,2
1499,178800,0,-1,1,1,0
1500,129000,0,0,1,1,2
1501,380000,0,0,1,1,0
1502,58331,1,0,4,4,2
1503,160000,2,0,1,1,2
1504,106020,0,0,1,1,2
1505,200000,3,0,1,1,2
1506,109280,0,0,1,1,2
1507,195000,0,0,1,1,-1
1508,115000,0,0,1,1,1
1509,250000,0,0,1,1,2
1510,204500,0,0,1,1,2
1511,169000,0,0,1,1,2
1512,210000,0,0,1,1,2
1513,160000,1,0,1,1,2
1514,130000,0,0,1,1,2
1515,81500,0,0,1,1,2
1516,45618,0,0,28,27,1
1517,136000,0,0,1,1,2
1518,17805,-1,0,6,6,2
1519,136260,0,0,1,1,2
1520,250000,-1,0,1,1,2
1521,293000,0,0,1,1,2
1522,70139,1,0,12,11,0
1523,195800,3,0,1,1,2
1524,16904,1,0,6,6,1
1525,25500,1,1,1,1,1
1526,220000,0,0,1,1,2
1527,148500,0,0,1,1,2
1528,89200,0,0,1,1,2
1529,127000,0,0,1,1,2
1530,200000,0,0,1,1,2
1531,61566,1,0,4,4,1
1532,155000,0,0,1,1,2
1533,205600,0,0,1,1,0
1534,135000,2,0,1,1,2
1535,269600,3,0,1,1,-1
1536,115000,0,0,1,1,2
1537,110000,0,0,1,1,2
1538,110000,1,0,1,1,0
1539,85000,2,0,1,1,2
1540,162500,1,0,1,1,2
1541,94000,0,0,2,2,2
1542,153400,0,0,1,1,2
1543,100000,-1,0,1,1,-1
1544,247500,0,0,1,1,2
1545,105000,1,0,1,1,2
1546,95000,1,0,1,1,2
1547,61800,2,0,1,1,2
1548,353200,3,0,1,1,2
1549,130000,0,0,1,1,2
1550,112900,0,0,1,1,2
1551,212750,0,0,1,1,2
1552,99000,0,0,1,1,2
1553,178750,0,0,1,1,2
1554,198440,0,0,1,1,2
1555,100800,0,0,1,1,0
1556,185900,0,0,1,1,2
1557,206000,1,0,1,1,2
1558,195400,0,0,1,1,0
1559,61566,1,0,4,4,2
1560,130000,0,0,1,1,2
1561,253200,0,0,1,1,2
1562,102100,0,0,1,1,2
1563,215000,0,0,1,1,-1
1564,370000,0,0,1,1,2
1565,166000,0,0,1,1,2
1566,200000,1,0,1,1,0
1567,160000,0,0,1,1,2
1568,60000,0,0,1,1,2
1569,129300,0,0,1,1,2
1570,200000,0,0,4,4,-1
1571,141846,-1,0,3,3,0
1572,68293,0,0,0,0,2
1573,49253,2,0,4,4,2
1574,180000,0,0,1,1,0
1575,272550,0,0,1,1,2
1576,46178,1,0,4,4,2
1577,155000,2,0,1,1,2
1578,142200,0,0,1,1,2
1579,243000,0,0,1,1,2
1580,196000,0,0,1,1,2
1581,135000,0,0,1,1,2
1582,136000,1,0,1,1,2
1583,155000,0,0,1,1,2
1584,275000,0,0,1,1,2
1585,162000,0,0,1,1,2
1586,61200,1,0,1,1,2
1587,149600,1,0,1,1,2
1588,100000,-1,0,26,1,2
1589,76814,1,0,2,2,2
1590,297300,0,-1,1,1,2
1591,125000,1,0,1,1,1
1592,151800,1,0,1,1,2
1593,50000,-1,0,1,1,0
1594,45896,2,0,56,54,1
1595,95000,1,0,1,1,2
1596,115934,0,0,1,1,2
1597,135000,0,0,1,1,2
1598,187500,0,0,1,1,2
1599,141525,0,0,1,1,2
1600,48289,0,0,0,0,2
1601,160000,2,0,1,1,2
1602,100000,1,0,1,1,2
1603,120000,2,0,1,1,2
1604,180000,2,0,1,1,0
1605,90000,0,0,1,1,2
1606,140250,0,0,1,1,2
1607,88654,0,0,37,54,0
1608,184000,0,0,1,1,2
1609,40777,0,0,0,0,2
1610,179975,0,0,1,1,2
1611,205000,0,0,1,1,2
1612,127075,0,0,1,1,2
1613,80036,1,0,4,4,2
1614,90700,0,0,1,1,2
1615,116000,1,0,1,1,2
1616,107000,0,0,1,1,2
1617,81666,0,0,1,1,-1
1618,60000,2,0,1,1,2
1619,145000,1,0,1,1,0
1620,110000,3,0,1,1,2
1621,130000,0,0,1,1,2
1622,172386,1,0,4,4,2
1623,15966,2,3,3,3,1
1624,64385,2,0,3,3,2
1625,105000,0,0,1,1,2
1626,52500,0,0,1,1,-1
1627,65000,0,0,1,1,2
1628,68293,0,0,0,0,2
1629,209450,0,0,1,1,2
1630,140000,0,0,1,1,2
1631,153600,0,0,1,1,2
1632,142000,0,0,1,1,2
1633,78000,0,0,1,1,2
1634,144000,0,0,1,1,2
1635,147100,0,0,1,1,2
1636,82365,0,0,1,1,2
1637,130000,0,0,1,1,2
1638,150260,0,0,1,1,2
1639,105500,0,0,1,1,2
1640,310000,3,0,1,1,2
1641,130000,0,0,1,1,2
1642,104650,0,0,1,1,2
1643,143860,0,0,1,1,2
1644,28016,1,0,53,52,2
1645,184000,0,0,1,1,2
1646,247500,0,0,1,1,2
1647,58000,1,0,1,1,1
1648,154600,0,0,1,1,0
1649,125000,0,0,1,1,2
1650,170000,0,0,1,1,2
1651,160000,0,0,2,2,2
1652,12000,1,2,41,37,2
1653,122000,0,0,1,1,2
1654,318300,0,0,1,1,2
1655,204500,-1,0,1,1,2
1656,106800,0,0,1,1,2
1657,243900,0,0,1,1,2
1658,198440,0,0,1,1,0
1659,105000,1,0,1,1,2
1660,239000,3,0,1,1,2
1661,95000,0,0,1,1,2
1662,162000,0,0,1,1,2
1663,106020,0,0,1,1,2
1664,120000,1,0,1,1,2
1665,165000,0,0,1,1,2
1666,72914,1,0,4,4,2
1667,200000,1,0,1,1,0
1668,220000,0,0,1,1,0
1669,154000,0,0,1,1,2
1670,230000,0,0,1,1,2
1671,48289,1,-1,23,21,2
1672,90000,-1,0,2,2,2
1673,48000,2,0,1,1,2
1674,153600,-1,0,1,1,2
1675,120000,1,0,1,1,2
1676,149850,0,0,1,1,2
1677,200000,0,0,1,1,2
1678,52533,1,0,37,33,2
1679,139500,0,0,1,1,2
1680,192000,0,0,1,1,2
1681,120000,0,0,1,1,2
1682,150000,1,0,1,1,2
1683,170000,0,0,1,1,2
1684,21461,2,0,0,0,2
1685,190000,0,0,1,1,2
1686,63040,1,0,12,11,2
1687,182750,0,0,1,1,2
1688,155000,1,0,1,1,2
1689,200000,0,0,1,1,2
1690,175000,0,0,1,1,2
1691,100000,1,0,1,1,2
1692,246000,0,0,1,1,2
1693,98200,1,0,1,1,0
1694,185000,0,-1,1,1,2
1695,145000,1,0,1,1,2
1696,257000,0,0,1,1,2
1697,77684,0,0,12,11,2
1698,115000,0,0,1,1,2
1699,175308,0,0,1,1,2
1700,203500,0,0,1,1,2
1701,194000,0,0,1,1,2
1702,105200,0,0,1,1,2
1703,130000,0,0,1,1,2
1704,120000,1,0,1,1,2
1705,39925,0,0,0,0,2
1706,183500,0,0,1,1,2
1707,106800,0,0,1,1,2
1708,105200,0,0,1,1,2
1709,135000,0,0,1,1,2
1710,146300,0,0,1,1,2
1711,50000,2,0,1,1,0
1712,19609,1,-1,6,6,0
1713,300000,0,0,1,1,2
1714,207000,3,0,1,1,2
1715,102772,1,0,4,4,2
1716,239000,3,0,1,1,2
1717,187500,1,0,1,1,2
1718,130000,3,0,1,1,-1
1719,135000,2,0,1,1,2
1720,165000,0,0,1,1,0
1721,170000,0,0,1,1,2
1722,80000,1,0,1,1,2
1723,226700,0,0,1,1,2
1724,153600,0,0,1,1,2
1725,100000,0,0,1,1,2
1726,193900,0,0,1,1,2
1727,167500,1,0,1,1,2
1728,130000,1,0,1,1,2
1729,43809,1,0,4,4,2
1730,47280,0,0,0,0,2
1731,144100,0,0,1,1,2
1732,115000,0,0,1,1,2
1733,145000,0,0,1,1,2
1734,144000,0,-1,1,1,2
1735,230000,3,0,68,25,0
1736,51039,1,0,4,4,2
1737,12877,2,-1,37,33,0
1738,10000,2,0,5,5,1
1739,37825,1,0,0,0,0
1740,8000,1,0,41,37,0
1741,76958,1,0,4,4,1
1742,116000,0,0,1,1,2
1743,102100,0,0,1,1,2
1744,168000,0,0,1,1,2
1745,185000,0,0,1,1,2
1746,60400,1,0,1,1,2
1747,100000,0,0,1,1,0
1748,164996,0,0,1,1,2
1749,210000,0,0,1,1,2
1750,230000,0,0,1,1,2
1751,124234,2,0,1,1,-1
1752,248100,0,0,2,2,2
1753,220000,0,0,1,1,2
1754,170000,0,0,1,1,2
1755,130000,0,0,1,1,2
1756,185900,0,0,1,1,2
1757,124000,1,0,1,1,2
1758,100000,1,0,1,1,2
1759,200000,0,0,1,1,2
1760,80041,0,0,4,4,2
1761,221300,0,0,1,1,0
1762,193900,1,0,1,1,2
1763,185900,0,0,1,1,2
1764,153600,0,0,1,1,-1
1765,75000,-1,0,2,2,1
1766,185900,0,0,1,1,2
1767,140000,0,0,1,1,2
1768,88100,0,0,1,1,2
1769,170500,0,0,1,1,2
1770,175000,0,0,1,1,2
1771,100000,0,0,1,1,2
1772,105200,0,0,1,1,2
1773,132320,0,0,1,1,2
1774,150000,0,0,1,1,2
1775,85500,0,0,1,1,2
1776,139500,0,0,1,1,2
1777,47280,0,0,0,0,2
1778,90700,0,0,1,1,2
1779,30523,1,2,6,6,1
1780,250000,0,0,1,1,2
1781,200000,1,0,1,1,2
1782,106800,0,0,1,1,-1
1783,12000,2,3,26,1,1
1784,116000,1,-1,1,1,2
1785,135000,2,0,1,1,2
1786,15000,2,0,27,26,0
1787,125000,0,0,1,1,2
1788,93000,2,0,1,1,2
1789,38631,1,0,0,0,-1
